052_400011_0327014_DON.txt,-0.38605469,-1.795254307,512,9488
052_400011_0327044_DON.txt,0.072527983,0.093940142,5235,4765
052_400011_0327046_DON.txt,-0.76067702,-0.985248783,2537,7463
052_400011_1479040_DON.txt,-0.011741685,-0.015208138,4962,5038
052_400011_1479044_DON.txt,-0.27982776,-0.362440238,4094,5906
052_400011_1479046_DON.txt,-0.89139072,-1.154552588,2114,7886
052_400011_1479048_DON.txt,-0.54428063,-0.704966516,3238,6762
052_400011_1479050_DON.txt,0.089150803,0.115470453,5289,4711
052_400011_1479065_DON.txt,-0.021165096,-0.027413586,4931,5069
052_400011_1479069_DON.txt,-0.99965824,-1.294783513,1763,8237
052_400033_1479034_DOY.txt,0.50785672,0.657789314,6644,3356
052_400077_0327001_ROY.txt,0.94039913,1.218029563,8045,1955
052_400077_0327002_ROY.txt,1.3222978,1.712674715,9282,718
052_400077_0327003_ROY.txt,0.21732826,0.28148925,5704,4296
052_400077_0327005_ROY.txt,1.0094215,1.307429143,8269,1731
052_400080_0327047_DON.txt,-0.77478774,-1.003525357,2491,7509
052_400080_0327050_DON.txt,0.74960129,0.970903208,7427,2573
052_400080_0327055_DON.txt,-1.069718,-1.385526748,1536,8464
052_400095_1479079_ROY.txt,-0.8513495,-1.102690152,2243,7757
052_400095_1479086_ROY.txt,-0.99965824,-1.294783513,1763,8237
052_400115_1479063_ROY.txt,0.90291854,1.169483722,7924,2076
052_400174_1479117_ROY.txt,-0.99965824,-1.294783513,1763,8237
052_400199_0327040_DON.txt,0.29652901,0.384072134,5960,4040
052_400199_0327043_DON.txt,-0.99965824,-1.294783513,1763,8237
052_400199_1479059_DMN.txt,-0.46035705,-0.596266499,3509,6491
052_400228_1479004_ROY.txt,0.60324703,0.78134134,6953,3047
052_400228_1479039_ROY.txt,-0.2391225,-0.30971772,4226,5774
052_400228_1479043_ROY.txt,-0.099325049,-0.128648403,4678,5322
052_400228_1479047_ROY.txt,1.3992513,1.812346902,9531,469
052_400239_1479007_ROY.txt,1.2740843,1.650227328,9126,874
052_400239_1479009_ROY.txt,1.009724,1.307820949,8270,1730
052_400239_1479017_ROY.txt,0.19378892,0.251000481,5628,4372
052_400239_1479019_ROY.txt,1.3164074,1.705045315,9263,737
052_400239_1479054_ROY.txt,1.1947273,1.547442065,8869,1131
052_400239_1479078_ROY.txt,0.82364565,1.066807401,7667,2333
052_400239_1479081_ROY.txt,0.84843094,1.098909957,7747,2253
052_400239_1479093_ROY.txt,0.78434877,1.015909053,7540,2460
052_400239_1479095_ROY.txt,0.35068745,0.454219563,6136,3864
052_400239_1479100_ROY.txt,1.0633227,1.377243388,8443,1557
052_400239_1479121_ROY.txt,0.74464909,0.964488989,7411,2589
052_400276_0327013_ROY.txt,0.53839757,0.697346622,6743,3257
052_400276_0327015_ROY.txt,0.17070812,0.221105624,5553,4447
052_400276_0327017_ROY.txt,0.68882244,0.892180851,7230,2770
052_400276_0327019_ROY.txt,-0.099054588,-0.128298095,4679,5321
