1,52,400011,400343,0.48831446,0.936875742,2342
1,52,400011,400343,0.042694453,0.081913195,205
1,52,400011,400343,0.27874366,0.534795086,1337
-1,52,400011,400115,-0.38841647,-0.745212355,0
-1,52,400011,400365,0.70011247,1.343229504,3358
1,52,400033,400228,0.73320841,1.406727078,3517
1,52,400033,400228,0.60227233,1.155514289,2889
-1,52,400033,400283,-0.058292838,-0.111840116,0
1,52,400033,400228,0.47075853,0.903193093,2258
1,52,400077,400115,1.0001943,1.918963811,4797
1,52,400115,400365,1.1604291,2.226388861,5566
1,52,400134,400033,1.0269981,1.970389342,4926
1,52,400228,400239,0.69775994,1.338715961,3347
1,52,400228,400239,0.47444033,0.910256961,2276
1,52,400228,400239,0.18773085,0.360178725,900
1,52,400239,400228,1.0762783,2.064937891,5162
1,52,400239,400317,0.95258648,1.827623875,4569
1,52,400239,400626,1.3274623,2.54685726,6367
-1,52,400239,400343,0.89930578,1.725400002,4314
1,52,400239,400095,0.45232075,0.867818533,2170
1,52,400239,400228,1.0907492,2.09270163,5232
-1,52,400239,400283,0.94052349,1.804479931,4511
-1,52,400276,400011,1.142898,2.19275385,5482
-1,52,400276,400343,0.9978388,1.91444457,4786
1,52,400276,400365,1.4934862,2.865389226,7163
-1,52,400283,400228,-0.64526494,-1.237999525,0
1,199,400077,400398,0.23788653,0.413331658,1033
1,199,400077,400398,0.91570035,1.591044031,3978
1,199,400077,400398,0.8304935,1.442995764,3607
-1,199,400109,400300,0.57799166,1.004269771,2511
1,199,400170,400263,1.2154366,2.111840568,5280
-1,199,400170,400029,-1.0546767,-1.832517666,0
1,199,400170,400300,0.001607582,0.002793199,7
-1,199,400300,400109,1.115544,1.938275575,4846
-1,199,400300,400133,1.2001288,2.085243021,5213
1,199,400398,400077,0.71934108,1.249866653,3125
1,199,400398,400077,0.74224175,1.289656934,3224
1,199,400398,400077,0.52671788,0.915180757,2288
1,199,400398,400077,0.90382848,1.570416467,3926
1,199,400398,400420,1.3085691,2.273659779,5684
1,199,400398,400421,1.119483,1.945119651,4863
1,199,400398,400056,0.95512884,1.659551664,4149
1,199,400421,400420,0.43761028,0.760354874,1901
1,421,400050,400064,1.3380547,2.11939296,5298
1,421,400050,400238,1.4069015,2.228441882,5571
1,421,400050,400064,1.4124202,2.237183149,5593
1,421,400123,400369,1.676791,2.655929567,6640
1,421,400123,400173,1.5338804,2.429568328,6074
1,421,400123,400205,1.2669806,2.006816137,5017
1,421,400123,400072,1.4773322,2.339999601,5850
1,421,400123,400338,1.3614881,2.156509965,5391
1,421,400123,400168,1.7231181,2.729308727,6823
1,421,400123,400342,1.2497564,1.979534107,4949
1,421,400123,400016,1.4641952,2.319191434,5798
1,421,400123,400285,1.6910493,2.678513801,6696
1,421,400123,400385,1.4667325,2.323210355,5808
1,421,400238,400323,1.3413944,2.124682831,5312
1,421,400238,400323,0.67160513,1.063779518,2659
1,421,400238,400274,0.36974301,0.585649251,1464
1,421,400263,400309,0.47471295,0.751914914,1880
1,421,400263,400064,1.6978495,2.689284883,6723
1,421,400263,400238,1.260672,1.996823718,4992
1,421,400274,400238,0.41947091,0.66441506,1661
1,421,400274,400238,0.98594633,1.56167585,3904
-1,421,400328,400263,-0.99597671,-1.577563329,0
-1,421,400328,400263,-0.16790945,-0.265957816,0
1,421,400328,400342,0.82872589,1.312648741,3282
1,421,400328,400385,1.3529758,2.143027027,5358
1,421,400328,400123,1.0579363,1.675703352,4189
1,421,400328,400369,1.2551301,1.988045703,4970
-1,421,400333,400205,0.38831185,0.615061104,1538
1,421,400333,400064,1.73432,2.747051819,6868
1,421,400333,400238,1.4720547,2.331640379,5829
1,421,400333,400352,2.1007167,3.327400729,8319
-1,421,400333,400123,0.00546274,0.008652631,22
1,421,400333,400227,1.9825427,3.14022068,7851
1,421,400333,400291,1.5729807,2.4915007,6229
1,421,400338,400123,1.3632946,2.159371345,5398
1,421,400342,400123,1.470247,2.328777098,5822
1,421,400369,400123,1.4458748,2.290173094,5725
1,421,400369,400123,1.4103066,2.233835342,5585
1,421,400385,400123,0.4234997,0.670796405,1677
-1,421,400401,400333,0.74097258,1.173653117,2934
1,421,400401,400205,0.84333469,1.335788144,3339
-1,421,400401,400333,0.075140642,0.119017965,298
-1,421,400401,400333,0.25103344,0.397620893,994
1,421,400401,400123,1.508212,2.388911226,5972
1,421,400401,400123,0.87109887,1.379764827,3449
1,493,400029,400212,1.6509735,4.201723056,10000
1,493,400029,400303,1.5057215,3.832057112,9580
1,493,400029,400168,1.3375173,3.403977882,8510
1,493,400036,400328,0.93901315,2.389785907,5974
1,493,400036,400328,0.71428427,1.81785152,4545
1,493,400036,400070,0.99916954,2.542883755,6357
1,493,400036,400626,1.3227958,3.366511705,8416
1,493,400036,400400,1.2538843,3.191132125,7978
1,493,400036,400091,0.95865082,2.439763723,6099
1,493,400036,400385,1.1236851,2.859775516,7149
-1,493,400036,400278,0.88701361,2.257447219,5644
1,493,400036,400070,1.0254906,2.609870781,6525
1,493,400036,400303,0.6832478,1.738863788,4347
-1,493,400091,400422,-0.13446583,-0.342215171,0
-1,493,400091,400189,-0.10086716,-0.256706647,0
1,493,400093,400436,0.77748839,1.978705833,4947
1,493,400103,400436,1.0607023,2.699484462,6749
1,493,400133,400436,0.77523516,1.972971369,4932
1,493,400140,400422,0.38820395,0.987977994,2470
-1,493,400170,400118,1.4093516,3.58679598,8967
1,493,400170,400436,1.3644602,3.472547489,8681
1,493,400170,400364,1.2271881,3.123190369,7808
1,493,400189,400140,1.1043893,2.810667757,7027
1,493,400189,400140,0.017589696,0.044765728,112
1,493,400189,400140,0.84069983,2.139578775,5349
1,493,400189,400140,0.59856933,1.523357313,3808
-1,493,400303,400364,0.91411722,2.326425833,5816
1,493,400334,400036,1.1828098,3.010247716,7526
1,493,400334,400070,0.78076854,1.987053806,4968
1,493,400385,400212,1.2465645,3.172503254,7931
1,493,400400,400036,0.77141985,1.963261415,4908
1,493,400400,400036,1.0038862,2.554887642,6387
1,493,400436,400272,0.84678447,2.155064167,5388
-1,493,400436,400657,1.2123067,3.085317246,7713
1,493,400436,400422,1.0708791,2.72538439,6813
1,493,400436,400189,1.1751135,2.990660654,7477
1,493,400436,400364,1.4103214,3.589264118,8973
1,493,400436,400140,1.1594619,2.950827374,7377
1,493,400436,400364,1.4640385,3.725973991,9315
1,493,400436,400120,1.0553494,2.685861346,6715
1,493,400436,400120,0.77563985,1.974001304,4935
1,493,400436,400364,1.3854067,3.525856274,8815
1,493,400626,400070,0.73092204,1.860194599,4650
-1,493,400657,400436,0.89084711,2.267203466,5668
1,553,400218,400289,0.89181039,2.207472912,5519
-1,553,400263,400151,0.37919623,0.938613651,2347
1,553,400289,400199,0.93083995,2.304081672,5760
1,553,400289,400208,1.9046134,4.714435417,10000
1,553,400314,400218,1.3772213,3.408996741,8522
1,553,400314,400628,1.3022611,3.223449889,8059
1,553,400314,400218,0.71913382,1.780051506,4450
1,553,400314,400361,0.64150685,1.587903673,3970
1,553,400314,400218,1.153732,2.855800029,7140
1,553,400314,400361,1.3306739,3.293779285,8234
1,553,400361,400218,0.95923443,2.374365722,5936
1,553,400361,400314,0.89137215,2.206388149,5516
1,553,400381,400212,1.2533926,3.102487079,7756
1,553,400381,400071,1.6167309,4.001848047,10000
1,48,400032,400220,0.52715046,1.204647806,3012
1,48,400032,400643,1.0007515,2.286924114,5717
1,48,400032,400643,1.3730569,3.137718939,7844
1,48,400032,400643,0.54960245,1.255955246,3140
1,48,400032,400651,0.84674005,1.934976104,4837
1,48,400032,400633,0.39941349,0.912742416,2282
1,48,400032,400220,0.44267939,1.011613944,2529
1,48,400036,400267,0.97353336,2.224725036,5562
1,48,400036,400626,1.0213636,2.334027025,5835
-1,48,400036,400407,0.86123602,1.968102393,4920
1,48,400036,400385,1.6258308,3.715359569,9288
1,48,400036,400643,1.1373847,2.599159229,6498
1,48,400216,400262,1.0524242,2.405006919,6013
1,48,400216,400179,1.1066964,2.529030118,6323
1,48,400216,400436,1.0346884,2.364476948,5911
1,48,400216,400257,1.2611328,2.881949227,7205
1,48,400216,400184,0.86787744,1.983279411,4958
-1,48,400216,400267,-0.24477324,-0.559357468,0
1,48,400216,400103,1.1551526,2.639762555,6599
1,48,400263,400364,1.1600883,2.65104165,6628
1,48,400267,400303,1.3311139,3.041870511,7605
1,48,400267,400334,1.6271601,3.718397295,9296
1,48,400267,400324,1.1968879,2.735136345,6838
1,48,400267,400626,1.1256212,2.572277199,6431
1,48,400303,400267,1.2368196,2.826388537,7066
1,48,400334,400036,1.3785158,3.150193654,7875
1,48,400334,400267,0.86782608,1.983162043,4958
1,48,400385,400626,1.4412003,3.293440699,8234
1,48,400643,400032,0.41088921,0.938966809,2347
1,48,400643,400032,0.055642884,0.127155496,318
1,102,400034,400190,1.0560121,1.846227313,4616
1,102,400071,400365,1.3938203,2.436817824,6092
1,102,400080,400424,1.1840375,2.070054285,5175
1,102,400080,400245,1.4010158,2.449397726,6123
1,102,400080,400364,0.9633182,1.684170448,4210
1,102,400080,400227,2.0411332,3.5685158,8921
1,102,400080,400309,0.77697911,1.358393578,3396
1,102,400080,400309,0.89300459,1.561241074,3903
1,102,400080,400269,0.70173853,1.226850375,3067
1,102,400080,400269,1.0669934,1.865425934,4664
1,102,400080,400314,1.6737397,2.926201271,7316
1,102,400083,400190,1.1015038,1.925760511,4814
1,102,400151,400190,0.72936137,1.275143422,3188
1,102,400153,400190,0.68747719,1.201917256,3005
1,102,400153,400084,0.68235338,1.192959292,2982
1,102,400153,400083,0.3135794,0.548231268,1371
-1,102,400171,400263,-0.99943181,-1.747307919,0
1,102,400171,400061,1.4944603,2.612766865,6532
1,102,400171,400083,1.2941643,2.262589111,5656
1,102,400171,400627,1.440676,2.518735704,6297
1,102,400171,400328,1.5434903,2.698486077,6746
1,102,400171,400032,1.4262296,2.493479045,6234
1,102,400171,400315,1.3200938,2.307921689,5770
1,102,400171,400651,1.5048897,2.631000599,6578
1,102,400171,400381,1.3602207,2.3780756,5945
1,102,400171,400151,1.5073911,2.635373799,6588
1,102,400171,400175,1.3591174,2.376146699,5940
1,102,400189,400189,0.45904054,0.802541167,2006
1,102,400189,400323,0.28908925,0.505415108,1264
1,102,400189,400323,0.1214856,0.212393431,531
1,102,400189,400323,0.95651989,1.672284954,4181
1,102,400189,400323,0.44765946,0.78264361,1957
-1,102,400189,400190,0.67198225,1.174827432,2937
1,102,400190,400084,0.34080937,0.59583746,1490
1,102,400190,400176,1.215583,2.125205323,5313
1,102,400190,400369,0.90970519,1.590438754,3976
1,102,400190,400034,1.2641245,2.21007049,5525
1,102,400190,400030,0.86340071,1.509484572,3774
-1,102,400190,400291,-0.028925863,-0.050571123,0
1,102,400190,400167,1.182461,2.067298088,5168
1,102,400190,400654,1.1281473,1.972341376,4931
1,102,400190,400084,0.18191169,0.318036442,795
1,102,400190,400005,1.2605608,2.203840068,5510
1,102,400190,400411,1.7634022,3.082958335,7707
1,102,400190,400153,1.348906,2.358294095,5896
-1,102,400190,400323,0.65999823,1.153875755,2885
-1,102,400190,400323,0.027535973,0.048141177,120
1,102,400190,400083,0.99285204,1.735804499,4340
1,102,400190,400234,0.83970691,1.468060671,3670
1,102,400190,400626,1.5105586,2.640911544,6602
-1,102,400234,400323,-0.037437015,-0.065451181,0
1,102,400263,400395,-0.09998365,-0.174801544,0
1,102,400263,400323,0.85770094,1.499519657,3749
1,102,400263,400357,1.6657477,2.912228847,7281
1,102,400263,400323,0.39484035,0.690299892,1726
1,102,400263,400323,0.67484563,1.179833483,2950
1,102,400263,400283,1.2410256,2.169686653,5424
1,102,400291,400387,0.84222406,1.472461408,3681
1,102,400314,400323,1.3500566,2.360305691,5901
1,102,400314,400323,0.32623174,0.570351371,1426
1,102,400314,400323,0.36380299,0.636037235,1590
1,102,400314,400323,0.24902122,0.435364119,1088
1,102,400314,400323,0.72778463,1.272386805,3181
-1,102,400323,400315,0.17488996,0.305760342,764
1,102,400323,400371,1.1819401,2.066387397,5166
-1,102,400323,400096,1.3048742,2.281313243,5703
1,102,400323,400120,1.2697644,2.219930734,5550
1,102,400365,400043,0.57899312,1.012254417,2531
1,102,400365,400154,1.6427323,2.871990994,7180
1,102,400365,400027,1.4177768,2.478701004,6197
-1,102,400365,400245,-0.70875162,-1.239111369,0
1,102,400365,400071,1.6475073,2.880339132,7201
1,102,400365,400070,1.171101,2.047437385,5119
1,102,400387,400323,0.35206063,0.615508052,1539
1,102,400387,400262,0.86340625,1.509494258,3774
1,102,400387,400064,1.6629767,2.907384304,7268
1,102,400387,400291,1.2986771,2.270478845,5676
1,102,400387,400395,1.1998959,2.097779546,5244
1,102,400387,400111,1.2184988,2.13030302,5326
1,102,400387,400407,1.2031473,2.103463973,5259
1,102,400387,400371,1.0019913,1.751782679,4379
1,102,400387,400314,1.3523999,2.364402485,5911
1,102,400395,400291,-0.079333525,-0.138698904,0
1,102,400627,400171,1.3587879,2.375570634,5939
1,204,400004,400104,0.72179556,1.518664111,3797
1,204,400004,400427,0.6894677,1.450646013,3627
1,204,400017,400151,1.119386,2.35519784,5888
1,204,400017,400151,-0.20420447,-0.429647974,0
1,204,400017,400303,0.87332924,1.837492286,4594
1,204,400017,400151,1.5846729,3.334165508,8335
1,204,400017,400151,0.94508407,1.98846507,4971
1,204,400017,400017,0.18447426,0.388135441,970
-1,204,400018,400380,0.070661728,0.148672888,372
1,204,400018,400439,0.97743979,2.056541785,5141
1,204,400018,400439,1.0828936,2.278417515,5696
1,204,400018,400439,1.2183441,2.56340654,6409
1,204,400018,400439,-0.031766678,-0.066837366,0
-1,204,400018,400380,1.1125086,2.340727731,5852
1,204,400018,400439,1.0956798,2.30531979,5763
-1,204,400018,400104,0.57300676,1.205611187,3014
1,204,400018,400050,0.60708347,1.27730888,3193
1,204,400018,400050,0.37306879,0.784939966,1962
-1,204,400018,400380,1.2750542,2.682725082,6707
-1,204,400018,400132,1.2362426,2.601065139,6503
-1,204,400018,400427,1.7309748,3.641985973,9105
-1,204,400018,400617,1.2283157,2.584386873,6461
-1,204,400018,400380,1.416966,2.981308738,7453
-1,204,400018,400285,1.590234,3.345866111,8365
-1,204,400018,400151,1.4253512,2.998951272,7497
-1,204,400018,400104,1.0128646,2.131075892,5328
-1,204,400018,400626,1.3889186,2.922296766,7306
-1,204,400018,400315,1.2771113,2.687053238,6718
-1,204,400018,400320,1.3046936,2.745086636,6863
1,204,400018,400070,1.1096802,2.334776753,5837
-1,204,400018,400168,1.2820406,2.697424528,6744
-1,204,400018,400427,1.2915814,2.717498454,6794
-1,204,400018,400428,1.2972802,2.729488778,6824
-1,204,400018,400104,0.91833604,1.932186983,4830
1,204,400018,400070,0.64230809,1.351421785,3379
1,204,400018,400091,1.1501834,2.419995837,6050
1,204,400018,400039,1.4117923,2.970423229,7426
-1,204,400018,400052,1.2482663,2.626363108,6566
1,204,400018,400019,1.2123711,2.550839296,6377
-1,204,400018,400288,1.1817056,2.486318819,6216
-1,204,400018,400034,1.0320671,2.171478118,5429
-1,204,400018,400320,0.94820287,1.995027052,4988
-1,204,400018,400104,1.0263978,2.159549862,5399
1,204,400018,400115,1.2502125,2.63045793,6576
-1,204,400018,400132,1.292819,2.720102375,6800
-1,204,400018,400285,1.5201473,3.198403087,7996
1,204,400018,400648,1.371746,2.886165466,7215
-1,204,400018,400104,0.097120019,0.204341361,511
-1,204,400018,400132,0.056483871,0.118842554,297
-1,204,400018,400104,-0.04544,-0.095606154,0
1,204,400034,400211,0.83807759,1.763322509,4408
-1,204,400050,400380,0.87137277,1.833375856,4583
1,204,400050,400018,1.0734744,2.258599436,5646
1,204,400050,400018,0.96422875,2.028745642,5072
1,204,400050,400663,1.2751848,2.682999865,6707
1,204,400050,400092,1.2931628,2.720825733,6802
1,204,400050,400199,1.3451863,2.830283628,7076
1,204,400050,400122,1.3633544,2.868509467,7171
1,204,400050,400217,1.2501076,2.630237219,6576
1,204,400050,400208,2.0866935,4.3904212,10000
1,204,400050,400018,1.2289839,2.585792771,6464
1,204,400050,400101,0.53281363,1.121044493,2803
1,204,400050,400101,1.4194783,2.986594639,7466
1,204,400070,400091,1.1501834,2.419995837,6050
1,204,400070,400027,1.3534026,2.847570794,7119
1,204,400070,400332,1.2907901,2.715833552,6790
1,204,400070,400035,1.2690962,2.670189398,6675
1,204,400070,400222,1.2475275,2.624808666,6562
1,204,400070,400637,1.0283896,2.163740627,5409
1,204,400070,400091,1.1501834,2.419995837,6050
1,204,400070,400205,1.5431619,3.246826005,8117
1,204,400087,400101,1.3349646,2.808777082,7022
1,204,400087,400195,1.0852962,2.283472606,5709
1,204,400092,400663,0.84651916,1.781083645,4453
-1,204,400092,400380,0.72868231,1.533153892,3833
-1,204,400092,400380,0.54086929,1.137993671,2845
-1,204,400092,400380,0.76100238,1.6011556,4003
1,204,400101,400230,0.35817444,0.753602124,1884
-1,204,400101,400391,1.4283751,3.005313583,7513
1,204,400101,400230,1.2517661,2.633726718,6584
1,204,400101,400383,1.464684,3.081707824,7704
1,204,400101,400013,1.5384779,3.236970828,8092
1,204,400101,400360,1.4865329,3.127678098,7819
1,204,400101,400189,1.5834269,3.331543914,8329
1,204,400101,400126,1.4063273,2.958924821,7397
1,204,400101,400638,1.3164306,2.769781386,6924
1,204,400101,400246,0.065505324,0.137823769,345
1,204,400101,400246,0.83817494,1.763527334,4409
1,204,400101,400218,1.093583,2.300908105,5752
1,204,400101,400387,1.2811491,2.695548804,6739
-1,204,400101,400432,0.41244452,0.867786843,2169
1,204,400101,400251,1.0272581,2.161359941,5403
1,204,400101,400314,1.3120566,2.760578452,6901
1,204,400101,400253,1.2147874,2.555923212,6390
1,204,400101,400062,1.4930897,3.141473662,7854
1,204,400101,400262,1.2088092,2.543345028,6358
1,204,400101,400193,1.1600872,2.440833518,6102
1,204,400101,400289,1.0685831,2.248308099,5621
1,204,400101,400425,1.1316457,2.380992355,5952
